Дата	Профессия	Сотрудник	Сумма	Отделение
10.12.2016	экономист	Балабанов	550,00	Главный
10.06.2016	экономист	Васечкин	550,00	Кузьминки
10.01.2016	экономист	Нозина	550,00	Арбатская
10.03.2016	экономист	Мазурова	550,00	ВДНХ
10.07.2016	экономист	Кузин	550,00	Университет
10.12.2016	экономист	Земских	550,00	ВДНХ
10.11.2016	экономист	Кайгородов	550,00	Арбатская
10.11.2016	экономист	Подзигун	550,00	Главный
10.07.2016	экономист	Титов	550,00	Чистые пруд
10.12.2016	экономист	Васечкин	550,00	Кузьминки
10.05.2016	экономист	Толстая	550,00	Студенческа
10.12.2016	экономист	Вундер	550,00	Пушкинская
10.09.2016	экономист	Кухаренко	550,00	Главный
10.11.2016	экономист	Кухаренко	550,00	Главный
10.11.2016	экономист	Балабанов	550,00	Главный
10.07.2016	экономист	Белова	550,00	Чистые пруд
10.11.2016	экономист	Антонов	550,00	Главный
10.09.2016	экономист	Балабанов	550,00	Главный
10.02.2016	экономист	Вундер	550,00	Пушкинская
10.09.2016	экономист	Подзигун	550,00	Главный
10.09.2016	экономист	Антонов	550,00	Главный
10.05.2016	экономист	Кузин	550,00	Университет
10.07.2016	экономист	Цыплакова	550,00	Пушкинская
10.05.2016	экономист	Мазурова	550,00	ВДНХ
10.01.2016	экономист	Забелкин	550,00	Пушкинская
10.11.2016	экономист	Вундер	550,00	Пушкинская
10.07.2016	экономист	Картунов	550,00	Чистые пруд
10.11.2016	экономист	Ежелев	550,00	Пушкинская
10.01.2016	экономист	Ежелев	550,00	Пушкинская
10.04.2016	экономист	Антонов	550,00	Главный
10.11.2016	экономист	Забелкин	550,00	Пушкинская
10.11.2016	экономист	Цыплакова	550,00	Пушкинская
10.02.2016	экономист	Цыплакова	550,00	Пушкинская
10.01.2016	экономист	Цыплакова	550,00	Пушкинская
10.04.2016	экономист	Подзигун	550,00	Главный
10.04.2016	экономист	Балабанов	550,00	Главный
10.04.2016	экономист	Кухаренко	550,00	Главный
10.07.2016	экономист	Нельзин	550,00	Чистые пруд
10.02.2016	экономист	Ежелев	550,00	Пушкинская
10.02.2016	экономист	Забелкин	550,00	Пушкинская
10.10.2016	экономист	Толстая	550,00	Студенческа
10.09.2016	экономист	Забелкин	550,00	Пушкинская
10.02.2016	экономист	Кайгородов	550,00	Арбатская
10.02.2016	экономист	Нозина	550,00	Арбатская
10.12.2016	экономист	Кузин	550,00	Университет
10.10.2016	экономист	Кузин	550,00	Университет
10.01.2016	экономист	Толстая	550,00	Студенческа
10.01.2016	экономист	Мазурова	550,00	ВДНХ
10.03.2016	экономист	Астафьев	550,00	Университет
10.09.2016	экономист	Ежелев	550,00	Пушкинская
10.09.2016	экономист	Цыплакова	550,00	Пушкинская
10.11.2016	экономист	Картунов	550,00	Чистые пруд
10.12.2016	экономист	Цыплакова	550,00	Пушкинская
10.07.2016	экономист	Ретнев	550,00	Бибирево
10.11.2016	экономист	Нельзин	550,00	Чистые пруд
10.05.2016	экономист	Васечкин	550,00	Кузьминки
10.11.2016	экономист	Белова	550,00	Чистые пруд
10.01.2016	экономист	Вундер	550,00	Пушкинская
10.07.2016	экономист	Нозина	550,00	Арбатская
10.02.2016	экономист	Быстров	550,00	Арбатская
10.03.2016	экономист	Васечкин	550,00	Кузьминки
10.07.2016	экономист	Забелкин	550,00	Пушкинская
10.07.2016	экономист	Ежелев	550,00	Пушкинская
10.07.2016	экономист	Вундер	550,00	Пушкинская
10.07.2016	экономист	Быстров	550,00	Арбатская
10.07.2016	экономист	Кайгородов	550,00	Арбатская
10.09.2016	экономист	Вундер	550,00	Пушкинская
10.10.2016	экономист	Васечкин	550,00	Кузьминки
10.04.2016	экономист	Вундер	550,00	Пушкинская
10.04.2016	экономист	Ежелев	550,00	Пушкинская
10.04.2016	экономист	Забелкин	550,00	Пушкинская
10.04.2016	экономист	Цыплакова	550,00	Пушкинская
10.12.2016	экономист	Ежелев	550,00	Пушкинская
10.12.2016	экономист	Забелкин	550,00	Пушкинская
10.08.2016	экономист	Кузин	550,00	Университет
10.08.2016	экономист	Нельзин	550,00	Чистые пруд
10.01.2016	экономист	Белова	550,00	Чистые пруд
10.12.2016	экономист	Картунов	550,00	Чистые пруд
10.05.2016	экономист	Антонов	550,00	Главный
10.05.2016	экономист	Подзигун	550,00	Главный
10.01.2016	экономист	Титов	550,00	Чистые пруд
10.05.2016	экономист	Балабанов	550,00	Главный
10.08.2016	экономист	Картунов	550,00	Чистые пруд
10.01.2016	экономист	Нельзин	550,00	Чистые пруд
10.08.2016	экономист	Белова	550,00	Чистые пруд
10.05.2016	экономист	Кухаренко	550,00	Главный
10.11.2016	экономист	Толстая	550,00	Студенческа
10.09.2016	экономист	Васечкин	550,00	Кузьминки
10.08.2016	экономист	Титов	550,00	Чистые пруд
10.05.2016	экономист	Нельзин	550,00	Чистые пруд
10.05.2016	экономист	Картунов	550,00	Чистые пруд
10.06.2016	экономист	Титов	550,00	Чистые пруд
10.10.2016	экономист	Подзигун	550,00	Главный
10.05.2016	экономист	Белова	550,00	Чистые пруд
10.12.2016	экономист	Нозина	550,00	Арбатская
10.03.2016	экономист	Кайгородов	550,00	Арбатская
10.12.2016	экономист	Кайгородов	550,00	Арбатская
10.12.2016	экономист	Быстров	550,00	Арбатская
10.10.2016	экономист	Кухаренко	550,00	Главный
10.10.2016	экономист	Балабанов	550,00	Главный
10.01.2016	экономист	Кухаренко	550,00	Главный
10.10.2016	экономист	Антонов	550,00	Главный
10.08.2016	экономист	Земских	550,00	ВДНХ
10.03.2016	экономист	Быстров	550,00	Арбатская
10.02.2016	экономист	Нельзин	550,00	Чистые пруд
10.02.2016	экономист	Картунов	550,00	Чистые пруд
10.01.2016	экономист	Подзигун	550,00	Главный
10.01.2016	экономист	Балабанов	550,00	Главный
10.05.2016	экономист	Титов	550,00	Чистые пруд
10.08.2016	экономист	Нозина	550,00	Арбатская
10.05.2016	экономист	Ежелев	550,00	Пушкинская
10.09.2016	экономист	Толстая	550,00	Студенческа
10.05.2016	экономист	Забелкин	550,00	Пушкинская
10.05.2016	экономист	Цыплакова	550,00	Пушкинская
10.08.2016	экономист	Быстров	550,00	Арбатская
10.03.2016	экономист	Нельзин	550,00	Чистые пруд
10.08.2016	экономист	Кайгородов	550,00	Арбатская
10.05.2016	экономист	Вундер	550,00	Пушкинская
10.12.2016	экономист	Белова	550,00	Чистые пруд
10.06.2016	экономист	Цыплакова	550,00	Пушкинская
10.02.2016	экономист	Балабанов	550,00	Главный
10.02.2016	экономист	Кухаренко	550,00	Главный
10.12.2016	экономист	Титов	550,00	Чистые пруд
10.09.2016	экономист	Земских	550,00	ВДНХ
10.03.2016	экономист	Картунов	550,00	Чистые пруд
10.06.2016	экономист	Белова	550,00	Чистые пруд
10.03.2016	экономист	Титов	550,00	Чистые пруд
10.12.2016	экономист	Нельзин	550,00	Чистые пруд
10.08.2016	экономист	Ретнев	550,00	Бибирево
10.02.2016	экономист	Васечкин	550,00	Кузьминки
10.06.2016	экономист	Нельзин	550,00	Чистые пруд
10.09.2016	экономист	Кузин	550,00	Университет
10.06.2016	экономист	Картунов	550,00	Чистые пруд
10.02.2016	экономист	Подзигун	550,00	Главный
10.11.2016	экономист	Кузин	550,00	Университет
10.06.2016	экономист	Вундер	550,00	Пушкинская
10.06.2016	экономист	Ежелев	550,00	Пушкинская
10.06.2016	экономист	Забелкин	550,00	Пушкинская
10.09.2016	экономист	Ретнев	550,00	Бибирево
10.03.2016	экономист	Белова	550,00	Чистые пруд
10.11.2016	экономист	Васечкин	550,00	Кузьминки
10.11.2016	экономист	Нозина	550,00	Арбатская
10.03.2016	экономист	Ретнев	550,00	Бибирево
10.10.2016	экономист	Картунов	550,00	Чистые пруд
10.04.2016	экономист	Мазурова	550,00	ВДНХ
10.08.2016	экономист	Кухаренко	550,00	Главный
10.12.2016	экономист	Подзигун	550,00	Главный
10.06.2016	экономист	Мазурова	550,00	ВДНХ
10.12.2016	экономист	Антонов	550,00	Главный
10.03.2016	экономист	Забелкин	550,00	Пушкинская
10.10.2016	экономист	Нельзин	550,00	Чистые пруд
10.03.2016	экономист	Цыплакова	550,00	Пушкинская
10.03.2016	экономист	Кухаренко	550,00	Главный
10.04.2016	экономист	Толстая	550,00	Студенческа
10.02.2016	экономист	Антонов	550,00	Главный
10.02.2016	экономист	Титов	550,00	Чистые пруд
10.01.2016	экономист	Антонов	550,00	Главный
10.11.2016	экономист	Ретнев	550,00	Бибирево
10.02.2016	экономист	Белова	550,00	Чистые пруд
10.06.2016	экономист	Балабанов	550,00	Главный
10.05.2016	экономист	Кайгородов	550,00	Арбатская
10.05.2016	экономист	Быстров	550,00	Арбатская
10.04.2016	экономист	Ретнев	550,00	Бибирево
10.06.2016	экономист	Антонов	550,00	Главный
10.06.2016	экономист	Толстая	550,00	Студенческа
10.06.2016	экономист	Подзигун	550,00	Главный
10.10.2016	экономист	Белова	550,00	Чистые пруд
10.12.2016	экономист	Ретнев	550,00	Бибирево
10.02.2016	экономист	Толстая	550,00	Студенческа
10.06.2016	экономист	Кухаренко	550,00	Главный
10.08.2016	экономист	Антонов	550,00	Главный
10.08.2016	экономист	Подзигун	550,00	Главный
10.08.2016	экономист	Балабанов	550,00	Главный
10.10.2016	экономист	Титов	550,00	Чистые пруд
10.01.2016	экономист	Васечкин	550,00	Кузьминки
10.06.2016	экономист	Нозина	550,00	Арбатская
10.06.2016	экономист	Ретнев	550,00	Бибирево
10.08.2016	экономист	Вундер	550,00	Пушкинская
10.08.2016	экономист	Ежелев	550,00	Пушкинская
10.08.2016	экономист	Забелкин	550,00	Пушкинская
10.08.2016	экономист	Цыплакова	550,00	Пушкинская
10.03.2016	экономист	Подзигун	550,00	Главный
10.09.2016	экономист	Быстров	550,00	Арбатская
10.03.2016	экономист	Балабанов	550,00	Главный
10.01.2016	экономист	Картунов	550,00	Чистые пруд
10.06.2016	экономист	Кайгородов	550,00	Арбатская
10.04.2016	экономист	Васечкин	550,00	Кузьминки
10.06.2016	экономист	Быстров	550,00	Арбатская
10.09.2016	экономист	Кайгородов	550,00	Арбатская
10.11.2016	экономист	Земских	550,00	ВДНХ
10.03.2016	экономист	Нозина	550,00	Арбатская
10.09.2016	экономист	Нозина	550,00	Арбатская
10.03.2016	экономист	Антонов	550,00	Главный
10.08.2016	экономист	Толстая	550,00	Студенческа
10.10.2016	экономист	Забелкин	550,00	Пушкинская
10.10.2016	экономист	Ежелев	550,00	Пушкинская
10.10.2016	экономист	Вундер	550,00	Пушкинская
10.10.2016	экономист	Цыплакова	550,00	Пушкинская
10.01.2016	экономист	Ретнев	550,00	Бибирево
10.01.2016	экономист	Астафьев	550,00	Университет
10.04.2016	экономист	Кузин	550,00	Университет
10.02.2016	экономист	Астафьев	550,00	Университет
10.04.2016	Помощник системного администратора	Ефимов	350,00	Главный
10.08.2016	Помощник системного администратора	Савельев	350,00	Главный
10.09.2016	Помощник системного администратора	Савельев	350,00	Главный
10.11.2016	Помощник системного администратора	Савельев	350,00	Главный
10.03.2016	Помощник системного администратора	Ефимов	350,00	Главный
10.12.2016	Помощник системного администратора	Савельев	450,00	Главный
10.07.2016	Помощник системного администратора	Савельев	350,00	Главный
10.05.2016	Помощник системного администратора	Ефимов	350,00	Главный
10.10.2016	Помощник системного администратора	Савельев	350,00	Главный
10.02.2016	Помощник системного администратора	Ефимов	350,00	Главный
10.06.2016	Помощник системного администратора	Савельев	350,00	Главный
10.01.2016	Помощник системного администратора	Ефимов	350,00	Главный
10.01.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.03.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.12.2016	менеджер по работе с корпоративными клиентами	Чумакова	400,00	Главный
10.10.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.09.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.02.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.04.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.05.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.08.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.07.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.06.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.11.2016	менеджер по работе с корпоративными клиентами	Чумакова	300,00	Главный
10.05.2016	Ситстемный администратор	Зосимов	800,00	Главный
10.02.2016	Ситстемный администратор	Зосимов	800,00	Главный
10.01.2016	Ситстемный администратор	Зосимов	800,00	Главный
10.10.2016	Ситстемный администратор	Ефимов	800,00	Главный
10.04.2016	Ситстемный администратор	Зосимов	800,00	Главный
10.11.2016	Ситстемный администратор	Ефимов	800,00	Главный
10.03.2016	Ситстемный администратор	Зосимов	900,00	Главный
10.07.2016	Ситстемный администратор	Ефимов	800,00	Главный
10.09.2016	Ситстемный администратор	Ефимов	800,00	Главный
10.08.2016	Ситстемный администратор	Ефимов	800,00	Главный
10.12.2016	Ситстемный администратор	Ефимов	10000,00	Главный
10.06.2016	Ситстемный администратор	Ефимов	800,00	Главный
10.05.2016	Старший кассир	Комаров	1100,00	Главный
10.07.2016	Старший кассир	Комаров	1100,00	Главный
10.09.2016	Старший кассир	Комаров	1100,00	Главный
10.10.2016	Старший кассир	Комаров	1100,00	Главный
10.12.2016	Старший кассир	Комаров	1300,00	Главный
10.06.2016	Старший кассир	Комаров	1100,00	Главный
10.01.2016	Старший кассир	Комаров	1100,00	Главный
10.02.2016	Старший кассир	Комаров	1100,00	Главный
10.08.2016	Старший кассир	Комаров	1100,00	Главный
10.03.2016	Старший кассир	Комаров	1100,00	Главный
10.04.2016	Старший кассир	Комаров	1100,00	Главный
10.11.2016	Старший кассир	Комаров	1100,00	Главный
10.09.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.11.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.06.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.08.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.11.2016	Старший менеджер	Путин	800,00	Кузьминки
10.09.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.09.2016	Старший менеджер	Белянин	800,00	Университет
10.05.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.03.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.06.2016	Старший менеджер	Калинина	800,00	Арбатская
10.09.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.01.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.08.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.12.2016	Старший менеджер	Калинина	800,00	Арбатская
10.02.2016	Старший менеджер	Шевченко	800,00	Кузьминки
10.09.2016	Старший менеджер	Калинина	800,00	Арбатская
10.03.2016	Старший менеджер	Калинина	800,00	Арбатская
10.02.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.08.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.01.2016	Старший менеджер	Белянин	800,00	Университет
10.05.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.04.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.12.2016	Старший менеджер	Путин	800,00	Кузьминки
10.11.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.05.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.12.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.06.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.02.2016	Старший менеджер	Калинина	800,00	Арбатская
10.09.2016	Старший менеджер	Путин	800,00	Кузьминки
10.02.2016	Старший менеджер	Белянин	800,00	Университет
10.10.2016	Старший менеджер	Белянин	800,00	Университет
10.11.2016	Старший менеджер	Белянин	800,00	Университет
10.06.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.09.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.12.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.02.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.08.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.05.2016	Старший менеджер	Белянин	800,00	Университет
10.06.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.03.2016	Старший менеджер	Хавронин	800,00	Главный
10.08.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.11.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.12.2016	Старший менеджер	Пехтерев	800,00	Чистые пруд
10.05.2016	Старший менеджер	Путин	800,00	Кузьминки
10.08.2016	Старший менеджер	Путин	800,00	Кузьминки
10.06.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.08.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.08.2016	Старший менеджер	Белянин	800,00	Университет
10.12.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.08.2016	Старший менеджер	Калинина	800,00	Арбатская
10.05.2016	Старший менеджер	Калинина	800,00	Арбатская
10.09.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.06.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.01.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.02.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.05.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.05.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.01.2016	Старший менеджер	Шевченко	800,00	Кузьминки
10.04.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.05.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.09.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.03.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.07.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.01.2016	Старший менеджер	Калинина	800,00	Арбатская
10.10.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.04.2016	Старший менеджер	Калинина	800,00	Арбатская
10.01.2016	Старший менеджер	Хавронин	800,00	Главный
10.04.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.07.2016	Старший менеджер	Белянин	800,00	Университет
10.06.2016	Старший менеджер	Путин	800,00	Кузьминки
10.12.2016	Старший менеджер	Белянин	800,00	Университет
10.12.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.10.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.03.2016	Старший менеджер	Шевченко	800,00	Кузьминки
10.04.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.07.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.01.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.11.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.07.2016	Старший менеджер	Калинина	800,00	Арбатская
10.07.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.11.2016	Старший менеджер	Пехтерев	800,00	Чистые пруд
10.07.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.10.2016	Старший менеджер	Калинина	800,00	Арбатская
10.01.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.01.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.07.2016	Старший менеджер	Подчуфарова	800,00	Главный
10.04.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.03.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.03.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.02.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.10.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.11.2016	Старший менеджер	Калинина	800,00	Арбатская
10.11.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.07.2016	Старший менеджер	Путин	800,00	Кузьминки
10.12.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.04.2016	Старший менеджер	Белянин	800,00	Университет
10.02.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.10.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.04.2016	Старший менеджер	Ануфриев	800,00	Чистые пруд
10.07.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.10.2016	Старший менеджер	Отраднов	800,00	Пушкинская
10.06.2016	Старший менеджер	Белянин	800,00	Университет
10.02.2016	Старший менеджер	Стриганова	800,00	ВДНХ
10.10.2016	Старший менеджер	Анисенко	800,00	Студенческа
10.04.2016	Старший менеджер	Путин	800,00	Кузьминки
10.03.2016	Старший менеджер	Белянин	800,00	Университет
10.10.2016	Старший менеджер	Путин	800,00	Кузьминки
10.03.2016	Старший менеджер	Мишанкова	800,00	Бибирево
10.07.2016	операционист	Соколов	250,00	Арбатская
10.01.2016	операционист	Курочкин	250,00	ВДНХ
10.07.2016	операционист	Сгибнев	250,00	Главный
10.12.2016	операционист	Кабир	250,00	Арбатская
10.06.2016	операционист	Федотова	250,00	Пушкинская
10.08.2016	операционист	Соколов	250,00	Арбатская
10.08.2016	операционист	Парамонов	250,00	Студенческа
10.02.2016	операционист	Рощина	250,00	Кузьминки
10.06.2016	операционист	Кузичев	250,00	Пушкинская
10.07.2016	операционист	Попов	250,00	Чистые пруд
10.06.2016	операционист	Протасова	250,00	Пушкинская
10.08.2016	операционист	Свеклов	250,00	Арбатская
10.06.2016	операционист	Захарова	250,00	Главный
10.02.2016	операционист	Рябов	250,00	Чистые пруд
10.12.2016	операционист	Алексеев	250,00	Университет
10.07.2016	операционист	Свеклов	250,00	Арбатская
10.07.2016	операционист	Захарова	250,00	Главный
10.08.2016	операционист	Курочкин	250,00	ВДНХ
10.07.2016	операционист	Сафонов	250,00	Главный
10.08.2016	операционист	Подвинцов	250,00	Бибирево
10.12.2016	операционист	Парамонов	250,00	Студенческа
10.02.2016	операционист	Попов	250,00	Чистые пруд
10.06.2016	операционист	Сгибнев	250,00	Главный
10.07.2016	операционист	Подвинцов	250,00	Бибирево
10.12.2016	операционист	Рощина	250,00	Кузьминки
10.01.2016	операционист	Соколов	250,00	Арбатская
10.02.2016	операционист	Соколов	250,00	Арбатская
10.06.2016	операционист	Сафонов	250,00	Главный
10.12.2016	операционист	Подвинцов	250,00	Бибирево
10.08.2016	операционист	Захарова	250,00	Главный
10.06.2016	операционист	Свеклов	250,00	Арбатская
10.01.2016	операционист	Парамонов	250,00	Студенческа
10.07.2016	операционист	Протасова	250,00	Пушкинская
10.07.2016	операционист	Кузичев	250,00	Пушкинская
10.07.2016	операционист	Стриганов	250,00	Чистые пруд
10.02.2016	операционист	Подвинцов	250,00	Бибирево
10.06.2016	операционист	Подвинцов	250,00	Бибирево
10.06.2016	операционист	Алексеев	250,00	Университет
10.12.2016	операционист	Свеклов	250,00	Арбатская
10.06.2016	операционист	Соколов	250,00	Арбатская
10.08.2016	операционист	Сгибнев	250,00	Главный
10.08.2016	операционист	Сафонов	250,00	Главный
10.02.2016	операционист	Парамонов	250,00	Студенческа
10.07.2016	операционист	Алексеев	250,00	Университет
10.01.2016	операционист	Подвинцов	250,00	Бибирево
10.06.2016	операционист	Курочкин	250,00	ВДНХ
10.06.2016	операционист	Парамонов	250,00	Студенческа
10.02.2016	операционист	Курочкин	250,00	ВДНХ
10.07.2016	операционист	Рябов	250,00	Чистые пруд
10.07.2016	операционист	Рощина	250,00	Кузьминки
10.02.2016	операционист	Свеклов	250,00	Арбатская
10.06.2016	операционист	Стриганов	250,00	Чистые пруд
10.01.2016	операционист	Свеклов	250,00	Арбатская
10.07.2016	операционист	Курочкин	250,00	ВДНХ
10.12.2016	операционист	Стриганов	250,00	Чистые пруд
10.12.2016	операционист	Рябов	250,00	Чистые пруд
10.12.2016	операционист	Попов	250,00	Чистые пруд
10.08.2016	операционист	Попов	250,00	Чистые пруд
10.08.2016	операционист	Рябов	250,00	Чистые пруд
10.08.2016	операционист	Стриганов	250,00	Чистые пруд
10.02.2016	операционист	Стриганов	250,00	Чистые пруд
10.08.2016	операционист	Кузичев	250,00	Пушкинская
10.06.2016	операционист	Рябов	250,00	Чистые пруд
10.06.2016	операционист	Попов	250,00	Чистые пруд
10.01.2016	операционист	Алексеев	250,00	Университет
10.02.2016	операционист	Алексеев	250,00	Университет
10.07.2016	операционист	Парамонов	250,00	Студенческа
10.06.2016	операционист	Рощина	250,00	Кузьминки
10.12.2016	операционист	Курочкин	250,00	ВДНХ
10.08.2016	операционист	Федотова	250,00	Пушкинская
10.07.2016	операционист	Федотова	250,00	Пушкинская
10.08.2016	операционист	Протасова	250,00	Пушкинская
10.09.2016	операционист	Кузичев	250,00	Пушкинская
10.10.2016	операционист	Федотова	250,00	Пушкинская
10.11.2016	операционист	Подвинцов	250,00	Бибирево
10.04.2016	операционист	Алексеев	250,00	Университет
10.02.2016	операционист	Сафонов	250,00	Главный
10.04.2016	операционист	Парамонов	250,00	Студенческа
10.10.2016	операционист	Кузичев	250,00	Пушкинская
10.10.2016	операционист	Протасова	250,00	Пушкинская
10.02.2016	операционист	Кузичев	250,00	Пушкинская
10.02.2016	операционист	Сгибнев	250,00	Главный
10.02.2016	операционист	Захарова	250,00	Главный
10.11.2016	операционист	Свеклов	250,00	Арбатская
10.11.2016	операционист	Кабир	250,00	Арбатская
10.04.2016	операционист	Курочкин	250,00	ВДНХ
10.04.2016	операционист	Подвинцов	250,00	Бибирево
10.11.2016	операционист	Кузичев	250,00	Пушкинская
10.10.2016	операционист	Стриганов	250,00	Чистые пруд
10.04.2016	операционист	Сгибнев	250,00	Главный
10.03.2016	операционист	Попов	250,00	Чистые пруд
10.02.2016	операционист	Федотова	250,00	Пушкинская
10.02.2016	операционист	Протасова	250,00	Пушкинская
10.09.2016	операционист	Рощина	250,00	Кузьминки
10.12.2016	операционист	Федотова	250,00	Пушкинская
10.11.2016	операционист	Курочкин	250,00	ВДНХ
10.03.2016	операционист	Свеклов	250,00	Арбатская
10.04.2016	операционист	Захарова	250,00	Главный
10.04.2016	операционист	Рощина	250,00	Кузьминки
10.10.2016	операционист	Сафонов	250,00	Главный
10.10.2016	операционист	Сгибнев	250,00	Главный
10.10.2016	операционист	Захарова	250,00	Главный
10.03.2016	операционист	Соколов	250,00	Арбатская
10.03.2016	операционист	Рябов	250,00	Чистые пруд
10.04.2016	операционист	Федотова	250,00	Пушкинская
10.10.2016	операционист	Подвинцов	250,00	Бибирево
10.01.2016	операционист	Протасова	250,00	Пушкинская
10.01.2016	операционист	Кузичев	250,00	Пушкинская
10.10.2016	операционист	Курочкин	250,00	ВДНХ
10.03.2016	операционист	Парамонов	250,00	Студенческа
10.10.2016	операционист	Парамонов	250,00	Студенческа
10.04.2016	операционист	Стриганов	250,00	Чистые пруд
10.04.2016	операционист	Протасова	250,00	Пушкинская
10.04.2016	операционист	Кузичев	250,00	Пушкинская
10.10.2016	операционист	Алексеев	250,00	Университет
10.03.2016	операционист	Алексеев	250,00	Университет
10.10.2016	операционист	Рощина	250,00	Кузьминки
10.11.2016	операционист	Федотова	250,00	Пушкинская
10.03.2016	операционист	Подвинцов	250,00	Бибирево
10.03.2016	операционист	Курочкин	250,00	ВДНХ
10.10.2016	операционист	Рябов	250,00	Чистые пруд
10.10.2016	операционист	Попов	250,00	Чистые пруд
10.04.2016	операционист	Свеклов	250,00	Арбатская
10.04.2016	операционист	Соколов	250,00	Арбатская
10.10.2016	операционист	Соколов	250,00	Арбатская
10.10.2016	операционист	Свеклов	250,00	Арбатская
10.04.2016	операционист	Рябов	250,00	Чистые пруд
10.01.2016	операционист	Федотова	250,00	Пушкинская
10.04.2016	операционист	Попов	250,00	Чистые пруд
10.11.2016	операционист	Попов	250,00	Чистые пруд
10.11.2016	операционист	Протасова	250,00	Пушкинская
10.11.2016	операционист	Рябов	250,00	Чистые пруд
10.11.2016	операционист	Стриганов	250,00	Чистые пруд
10.03.2016	операционист	Усманов	250,00	Кузьминки
10.05.2016	операционист	Подвинцов	250,00	Бибирево
